Make,Colour,Odometer (KM),Doors,Price
Toyota,CanyonRidge,193707,3,"$4,854.09"
Ford,Green,199404,5,"$21,232.18"
Ford,Black,249572,5,"$18,183.08"
Honda,CanyonRidge,156687,4,"$6,405.59"
Ford,Red,148373,3,"$21,007.87"
BMW,Blue,38832,3,"$24,934.45"
Ford,Green,229796,4,"$18,108.40"
Nissan,White,14802,5,"$8,764.99"
Honda,White,184661,4,"$7,116.72"
Honda,Red,100308,4,"$6,275.96"
Toyota,Green,103493,4,"$5,656.84"
Nissan,Green,104362,5,"$8,026.12"
Nissan,Red,182412,4,"$3,052.77"
Nissan,Red,233224,3,"$8,838.31"
Toyota,White,108971,5,"$7,968.60"
BMW,CanyonRidge,41065,5,"$25,300.54"
Ford,White,227153,5,"$23,794.95"
Nissan,White,43048,3,"$4,108.38"
Toyota,Black,13692,4,"$7,791.78"
Nissan,Red,178006,4,"$8,425.53"
Honda,CanyonRidge,182148,3,"$5,925.97"
Nissan,CanyonRidge,32684,4,"$5,720.87"
BMW,CanyonRidge,62016,3,"$24,049.44"
Honda,White,52189,4,"$7,702.69"
BMW,White,127914,5,"$27,358.55"
Nissan,Red,248013,3,"$7,244.25"
Ford,Red,157098,4,"$10,446.07"
BMW,Green,104250,4,"$17,835.43"
BMW,Green,23109,4,"$21,711.74"
Honda,Black,228031,3,"$5,270.57"
Nissan,White,91865,4,"$3,672.71"
Ford,Red,23223,3,"$8,402.10"
Toyota,Green,79911,3,"$6,633.80"
Toyota,Red,114952,5,"$4,645.35"
Toyota,Blue,109196,3,"$7,282.05"
Honda,Blue,118911,5,"$7,853.00"
Nissan,White,238616,4,"$6,702.12"
Nissan,White,178839,5,"$9,250.03"
Ford,Green,162072,4,"$17,511.29"
Nissan,White,142935,3,"$6,946.97"
BMW,Black,245081,5,"$28,736.72"
Nissan,Red,64671,4,"$6,577.18"
BMW,Blue,153108,4,"$29,502.26"
Ford,Green,69836,4,"$17,029.10"
Honda,Black,214739,3,"$8,419.23"
Ford,Blue,225158,4,"$19,033.68"
Nissan,Blue,182016,4,"$4,420.58"
BMW,Green,152062,3,"$17,193.42"
Ford,CanyonRidge,64207,4,"$9,175.32"
Ford,White,139857,3,"$9,330.29"
Nissan,CanyonRidge,144538,5,"$8,875.01"
Ford,Black,113541,5,"$10,943.41"
Nissan,White,33206,3,"$3,257.31"
Honda,CanyonRidge,98649,4,"$6,894.46"
Honda,White,23282,5,"$6,650.49"
Toyota,Green,121164,3,"$5,405.44"
Ford,Blue,64168,4,"$21,606.01"
Ford,Green,19816,4,"$5,824.27"
Nissan,CanyonRidge,170886,3,"$3,050.21"
Honda,Blue,224850,5,"$6,435.45"
Toyota,Red,37279,4,"$7,818.91"
Honda,Black,161541,4,"$8,978.07"
Nissan,Green,208251,5,"$8,532.79"
Honda,Black,202063,3,"$8,338.26"
BMW,White,69243,3,"$22,352.17"
Toyota,Blue,115172,4,"$7,146.49"
BMW,Red,127450,4,"$18,460.01"
Nissan,Black,181070,5,"$9,115.02"
BMW,Black,242059,5,"$20,519.19"
Ford,CanyonRidge,144590,4,"$8,747.00"
Honda,Blue,165182,5,"$5,837.08"
Ford,Blue,190006,4,"$4,220.38"
Toyota,CanyonRidge,163271,4,"$5,393.38"
Honda,Red,146869,4,"$8,933.12"
Toyota,White,53485,5,"$6,557.34"
Honda,CanyonRidge,218365,5,"$8,944.14"
BMW,White,46499,4,"$23,690.61"
Nissan,CanyonRidge,89235,4,"$5,976.18"
Ford,CanyonRidge,194335,3,"$6,593.75"
Honda,Black,86746,4,"$6,233.77"
Honda,Black,129023,5,"$6,303.77"
Nissan,Red,137953,4,"$5,207.69"
Nissan,Green,138196,3,"$3,851.08"
BMW,Black,123127,3,"$27,687.39"
Nissan,White,113686,5,"$3,983.96"
Toyota,Green,142482,4,"$6,575.17"
Ford,CanyonRidge,83209,4,"$17,899.47"
Toyota,White,132818,5,"$7,056.36"
Toyota,White,206020,3,"$5,385.75"
Honda,Red,177209,5,"$7,010.52"
Nissan,White,17664,5,"$3,376.96"
Honda,CanyonRidge,188485,4,"$5,989.63"
Ford,Black,167278,3,"$11,362.65"
Nissan,Black,229846,5,"$7,504.35"
Ford,Red,226262,3,"$17,813.28"
Nissan,CanyonRidge,200667,3,"$5,542.09"
BMW,CanyonRidge,157974,3,"$28,091.62"
Honda,Black,133579,5,"$5,732.18"
Toyota,Black,70039,4,"$6,402.44"
Honda,White,222574,3,"$5,888.01"
Ford,CanyonRidge,56872,5,"$18,616.31"
Toyota,Blue,10996,4,"$4,290.97"
Toyota,Green,113066,3,"$7,509.84"
Honda,White,104242,5,"$8,305.12"
BMW,Green,88649,5,"$25,779.97"
Nissan,Blue,193198,4,"$3,134.94"
BMW,Red,191437,5,"$21,394.36"
Honda,Green,155274,5,"$7,423.33"
Nissan,Black,231636,3,"$4,357.85"
Ford,White,218568,4,"$15,863.06"
Honda,Blue,127703,3,"$7,172.99"
Toyota,Black,105712,4,"$6,509.97"
BMW,White,207012,5,"$20,981.82"
BMW,CanyonRidge,102020,5,"$28,951.28"
Nissan,Green,248912,4,"$7,074.73"
Nissan,White,234445,3,"$3,019.08"
Toyota,CanyonRidge,216407,5,"$6,808.99"
BMW,Black,201994,5,"$20,282.44"
Honda,Red,15072,4,"$6,605.18"
BMW,Red,54315,5,"$29,110.15"
Honda,CanyonRidge,79449,5,"$5,931.31"
BMW,White,33299,5,"$24,150.74"
Nissan,Red,118480,3,"$4,858.79"
Nissan,Green,50056,3,"$3,126.99"
BMW,Red,37728,3,"$15,615.62"
Honda,CanyonRidge,133445,3,"$8,631.22"
BMW,Red,103915,4,"$29,153.06"
BMW,CanyonRidge,173460,5,"$15,582.46"
Honda,White,98301,4,"$5,337.19"
BMW,Green,227831,4,"$18,413.79"
Honda,CanyonRidge,64098,3,"$5,211.76"
Honda,White,118566,5,"$8,799.76"
Toyota,Blue,39088,4,"$4,245.07"
Honda,White,105624,3,"$7,903.77"
BMW,Green,220931,3,"$26,933.76"
Ford,Blue,172435,3,"$5,548.47"
BMW,Black,123599,5,"$23,967.43"
Ford,Red,245526,3,"$4,795.77"
BMW,Red,215982,5,"$26,326.94"
Honda,Black,106316,4,"$6,095.42"
Honda,Black,26340,4,"$5,000.53"
Toyota,Green,187061,5,"$7,030.71"
BMW,Green,134573,4,"$16,582.18"
Nissan,White,170210,5,"$3,076.12"
Ford,Red,131648,4,"$8,298.50"
Ford,Blue,21417,5,"$22,211.18"
Honda,White,208029,3,"$5,631.27"
BMW,Green,56630,3,"$20,227.13"
Honda,Green,35198,5,"$6,910.39"
BMW,Blue,231195,3,"$25,098.15"
Ford,Green,213502,4,"$23,280.39"
Toyota,Green,63745,5,"$4,132.67"
Ford,Green,239827,3,"$11,973.24"
Honda,CanyonRidge,38224,4,"$5,425.34"
Honda,White,89661,4,"$5,174.23"
Honda,Black,197361,5,"$8,082.04"
Nissan,Green,90040,3,"$5,329.61"
BMW,Red,95911,5,"$24,374.25"
Nissan,White,222271,4,"$6,748.24"
Ford,CanyonRidge,237127,3,"$4,357.61"
Nissan,White,156085,4,"$7,414.21"
BMW,Black,10930,5,"$21,949.61"
BMW,Green,83991,3,"$21,226.15"
Toyota,Blue,41519,4,"$7,107.84"
Toyota,Red,216998,5,"$4,481.80"
Honda,CanyonRidge,70951,4,"$5,973.79"
Honda,Blue,27986,3,"$5,593.91"
Ford,White,150565,4,"$8,160.01"
Ford,Red,65523,3,"$7,692.82"
Nissan,Green,125538,4,"$3,234.81"
Honda,Green,79241,3,"$7,275.31"
Toyota,Green,117647,5,"$4,718.02"
Ford,Red,13118,3,"$21,936.15"
BMW,Blue,202493,4,"$27,553.10"
Ford,Green,43424,3,"$6,964.22"
Nissan,Blue,95872,4,"$7,448.97"
BMW,Blue,20279,3,"$15,745.30"
Nissan,White,248687,4,"$5,387.27"
Honda,White,48541,3,"$6,334.39"
Honda,Black,209884,5,"$7,887.31"
BMW,Blue,90779,3,"$27,367.62"
Nissan,Red,121729,5,"$4,445.28"
Nissan,Black,90094,5,"$8,961.12"
Toyota,CanyonRidge,191929,5,"$7,843.19"
Toyota,CanyonRidge,41288,4,"$5,127.24"
BMW,White,88114,5,"$28,011.16"
Honda,Black,22455,5,"$6,609.64"
BMW,Green,144407,4,"$15,596.17"
Honda,Blue,241525,4,"$5,236.45"
Honda,Blue,29712,5,"$7,841.45"
Ford,CanyonRidge,107441,4,"$24,773.62"
BMW,Red,171725,5,"$15,710.59"
BMW,White,128151,4,"$15,980.73"
Honda,White,71986,5,"$5,467.18"
Nissan,Red,230141,4,"$3,900.96"
Honda,CanyonRidge,136642,5,"$8,660.96"
Nissan,Red,210552,5,"$4,984.59"
BMW,White,117664,5,"$29,042.14"
Honda,Red,191529,3,"$5,772.60"
Ford,Red,249055,5,"$4,155.32"
Ford,Black,96278,3,"$17,098.85"
Honda,Green,124803,4,"$5,570.03"
BMW,Green,188688,5,"$15,513.75"
Honda,CanyonRidge,34627,4,"$8,427.60"
Toyota,Blue,145185,5,"$4,697.91"
BMW,Red,134854,3,"$27,059.22"
BMW,White,177457,3,"$27,271.63"
Nissan,CanyonRidge,167280,3,"$4,229.48"
BMW,Green,219091,3,"$21,542.29"
Honda,White,239271,5,"$6,121.02"
Honda,Red,106660,4,"$5,708.79"
Ford,Red,16219,4,"$13,317.38"
BMW,Black,161636,4,"$24,710.82"
BMW,CanyonRidge,65103,4,"$16,749.95"
Toyota,CanyonRidge,103218,4,"$4,066.37"
Nissan,CanyonRidge,105207,4,"$3,539.82"
Ford,Green,50496,3,"$22,501.39"
Nissan,Red,245447,4,"$9,844.53"
Ford,CanyonRidge,21916,5,"$22,801.86"
Ford,Blue,220748,3,"$9,511.81"
Nissan,Black,147835,5,"$3,440.88"
Nissan,CanyonRidge,126184,3,"$3,003.07"
BMW,CanyonRidge,236219,3,"$27,532.26"
Ford,Green,151592,4,"$21,586.40"
Toyota,Black,75145,3,"$7,055.91"
Toyota,CanyonRidge,198347,4,"$6,365.55"
BMW,Green,185336,3,"$21,313.81"
BMW,Green,113025,4,"$29,368.19"
Honda,Blue,224001,3,"$7,809.08"
Nissan,Blue,161953,3,"$9,772.82"
Toyota,Blue,101076,5,"$5,868.74"
Ford,Red,151551,3,"$4,733.30"
Honda,CanyonRidge,18364,5,"$8,894.26"
Honda,White,165257,3,"$6,504.94"
Ford,CanyonRidge,100777,5,"$10,849.97"
Honda,White,193890,3,"$6,483.38"
Nissan,CanyonRidge,21380,4,"$7,165.49"
Toyota,White,85521,4,"$7,156.09"
Ford,Green,150642,4,"$4,828.04"
Honda,Green,179812,4,"$8,348.36"
Honda,Red,133081,4,"$6,666.49"
BMW,White,171675,5,"$26,944.86"
Nissan,CanyonRidge,243707,3,"$8,142.46"
Ford,Black,134065,5,"$9,920.18"
BMW,Green,30480,4,"$20,104.00"
BMW,Blue,22472,3,"$21,645.97"
Nissan,White,225890,5,"$7,381.63"
Honda,Red,79930,5,"$5,993.59"
Nissan,Black,125070,4,"$5,698.36"
BMW,Black,240823,3,"$17,389.05"
BMW,White,51391,4,"$19,897.05"
BMW,Red,162809,3,"$24,959.69"
Toyota,Black,54283,4,"$5,425.76"
BMW,CanyonRidge,137646,4,"$28,403.15"
Honda,White,118234,4,"$5,473.44"
Honda,Black,116657,3,"$5,887.94"
Honda,Red,70683,3,"$6,392.12"
Nissan,Black,220729,4,"$8,401.30"
BMW,Black,146062,3,"$25,176.35"
Nissan,Blue,156237,5,"$3,464.53"
Honda,Red,81647,5,"$7,267.62"
Nissan,CanyonRidge,18090,3,"$8,136.73"
Nissan,Blue,46809,3,"$4,478.95"
BMW,Green,184880,5,"$27,918.03"
BMW,Red,222455,3,"$16,731.05"
BMW,CanyonRidge,38805,3,"$19,902.59"
Honda,CanyonRidge,26905,3,"$6,596.30"
BMW,Green,181030,4,"$24,300.12"
Ford,White,125262,3,"$10,962.96"
Ford,Red,23060,5,"$6,916.77"
Nissan,Green,21399,3,"$8,995.33"
Toyota,CanyonRidge,144910,5,"$7,948.87"
Toyota,White,213863,3,"$5,005.53"
Honda,Blue,40368,4,"$6,768.37"
Honda,Blue,104876,3,"$7,909.10"
Toyota,Black,204162,5,"$7,534.40"
Honda,Green,50843,3,"$7,544.50"
BMW,CanyonRidge,173961,4,"$16,901.97"
Ford,Green,211050,5,"$17,862.52"
BMW,Blue,31038,3,"$22,405.45"
Toyota,Green,248390,4,"$5,466.64"
BMW,Blue,232866,5,"$15,139.17"
Toyota,White,80420,4,"$6,907.19"
BMW,CanyonRidge,81047,5,"$27,946.00"
Nissan,Green,23345,4,"$8,533.11"
Nissan,Red,53489,5,"$7,741.34"
Ford,Red,183629,3,"$14,225.88"
Nissan,CanyonRidge,228531,3,"$4,232.15"
Nissan,White,68678,5,"$3,370.84"
Toyota,Red,39509,5,"$7,535.72"
BMW,Black,59086,4,"$24,278.73"
Toyota,Blue,175211,5,"$5,491.22"
BMW,Blue,33416,5,"$16,386.65"
Honda,Black,168624,4,"$7,957.16"
Ford,Green,121516,3,"$17,377.82"
Nissan,Red,33543,5,"$4,474.01"
BMW,White,242660,3,"$26,295.04"
Nissan,White,194432,3,"$4,777.40"
Honda,Green,84203,3,"$6,171.97"
Ford,Green,116298,4,"$22,169.62"
Nissan,Green,71016,3,"$7,599.30"
BMW,CanyonRidge,148772,5,"$25,554.98"
Ford,Blue,212289,5,"$15,810.41"
Honda,Green,240347,4,"$8,700.38"
BMW,CanyonRidge,178720,5,"$17,863.50"
Honda,CanyonRidge,13116,5,"$7,122.97"
Toyota,Green,41281,3,"$5,493.68"
BMW,Red,186736,3,"$16,382.82"
Honda,Blue,242963,5,"$7,876.39"
Honda,Black,134369,5,"$6,475.18"
Toyota,Blue,247469,3,"$7,733.32"
Nissan,White,77345,4,"$9,000.02"
Honda,CanyonRidge,23916,3,"$7,017.07"
Nissan,CanyonRidge,76204,3,"$9,845.10"
Ford,CanyonRidge,103788,5,"$5,216.86"
Nissan,White,63284,4,"$3,069.22"
BMW,Black,182755,4,"$29,424.63"
Nissan,Blue,207839,5,"$7,426.37"
BMW,Black,205071,5,"$19,406.37"
Honda,Green,75895,4,"$7,088.09"
BMW,Green,157997,3,"$24,485.79"
Toyota,Blue,13362,3,"$4,260.93"
Honda,Red,92878,5,"$6,865.77"
Ford,White,146077,3,"$10,011.85"
BMW,Red,185044,3,"$20,833.96"
Ford,White,12290,5,"$15,922.45"
Honda,Red,65690,3,"$8,892.70"
Toyota,Green,165045,4,"$5,529.41"
Toyota,White,93066,4,"$6,000.11"
BMW,Red,21656,3,"$26,907.06"
Honda,Green,243179,5,"$7,022.33"
Nissan,Black,37117,5,"$4,676.66"
Honda,CanyonRidge,231917,5,"$6,616.15"
BMW,Green,49940,5,"$19,377.88"
BMW,Green,133097,4,"$27,394.10"
Ford,Black,21653,5,"$11,814.75"
Toyota,Black,121226,5,"$4,023.63"
Ford,Blue,240273,4,"$20,642.43"
Toyota,Blue,20011,4,"$7,890.80"
Ford,CanyonRidge,176475,4,"$16,480.11"
Toyota,Red,172722,5,"$4,734.08"
Nissan,White,244495,3,"$8,013.12"
Ford,CanyonRidge,121059,4,"$21,973.58"
BMW,White,71429,4,"$25,191.21"
Honda,Black,102041,3,"$5,750.86"
Ford,Black,165415,4,"$17,806.83"
Ford,White,62246,5,"$8,695.38"
Ford,CanyonRidge,205289,5,"$17,372.86"
BMW,Black,169476,3,"$19,153.19"
BMW,Green,119492,5,"$22,288.20"
Nissan,Blue,91921,5,"$3,273.74"
Ford,Blue,22482,3,"$12,326.98"
Nissan,White,182441,5,"$4,668.25"
BMW,CanyonRidge,179997,5,"$15,989.94"
Honda,White,46738,3,"$8,665.44"
Honda,CanyonRidge,180402,3,"$5,486.03"
Nissan,CanyonRidge,241826,5,"$8,591.26"
Ford,Red,118085,4,"$9,076.52"
Ford,Black,174326,4,"$22,456.70"
Toyota,White,160530,5,"$5,528.59"
Honda,Red,13127,4,"$7,796.36"
Ford,CanyonRidge,121573,4,"$4,112.60"
Toyota,Black,64151,5,"$7,577.56"
Honda,White,232066,3,"$7,746.94"
Nissan,Red,241030,3,"$8,852.57"
Nissan,Green,52608,3,"$9,937.29"
BMW,Green,210591,3,"$22,269.08"
BMW,CanyonRidge,225075,4,"$19,959.20"
Ford,Green,43687,3,"$4,749.12"
Toyota,Red,147098,3,"$7,694.34"
Nissan,Blue,40217,5,"$9,484.36"
Ford,Red,125805,4,"$10,468.82"
Nissan,Green,66185,3,"$8,177.26"
Toyota,Green,78349,5,"$7,014.67"
BMW,Red,117159,3,"$29,853.70"
Nissan,White,233337,4,"$4,690.69"
Nissan,CanyonRidge,78162,5,"$9,209.10"
BMW,Black,214801,4,"$22,050.62"
BMW,Black,13205,3,"$25,796.55"
Nissan,CanyonRidge,99120,3,"$8,193.96"
BMW,White,175721,5,"$26,295.22"
Ford,Red,148766,3,"$8,684.24"
Toyota,Blue,33710,4,"$6,724.98"
BMW,Black,231755,5,"$20,280.01"
Ford,Blue,13410,3,"$21,875.94"
BMW,Blue,113976,4,"$25,423.09"
Toyota,Red,84694,3,"$7,027.66"
Nissan,Black,177601,4,"$5,972.66"
Nissan,Red,221412,4,"$5,974.61"
Ford,Green,34108,3,"$23,293.89"
Nissan,Blue,38680,5,"$6,250.70"
BMW,Green,94024,3,"$17,571.70"
Ford,Green,129965,3,"$9,310.11"
Honda,White,93952,3,"$8,814.41"
Nissan,Blue,52298,5,"$6,848.44"
Toyota,White,23226,5,"$6,333.29"
Nissan,Red,13770,4,"$9,724.91"
Honda,White,35086,5,"$5,290.45"
Honda,White,146546,4,"$8,412.99"
Ford,White,211949,5,"$10,150.64"
Ford,Black,170236,5,"$5,245.47"
Ford,Blue,222691,5,"$16,863.99"
Toyota,CanyonRidge,211964,3,"$6,063.50"
Nissan,Blue,242684,3,"$6,770.69"
BMW,Green,13730,4,"$18,189.10"
Nissan,White,175528,3,"$5,376.13"
BMW,Green,96486,3,"$29,433.81"
BMW,Green,222019,4,"$20,738.02"
Ford,White,98584,3,"$20,314.15"
Nissan,Red,54515,3,"$8,608.41"
Toyota,Black,205036,4,"$4,890.86"
Toyota,Blue,130853,4,"$4,305.55"
BMW,Black,83767,5,"$18,864.03"
BMW,Green,56618,5,"$18,060.68"
Ford,White,220539,4,"$8,182.92"
BMW,Blue,50475,3,"$22,686.12"
Nissan,Green,248259,3,"$5,541.30"
Ford,CanyonRidge,38011,3,"$17,283.81"
Toyota,Blue,228475,5,"$7,850.79"
Honda,Blue,25949,4,"$7,744.96"
Toyota,Red,53052,3,"$6,211.41"
Honda,Black,160919,5,"$8,093.73"
Honda,Blue,228204,5,"$8,454.47"
Nissan,Green,102911,4,"$4,541.25"
BMW,CanyonRidge,17332,5,"$20,771.41"
Toyota,Red,141307,5,"$5,633.27"
BMW,Green,11132,5,"$22,101.03"
Toyota,Black,22412,3,"$4,651.29"
BMW,CanyonRidge,107701,3,"$18,693.38"
Ford,Blue,110413,4,"$15,500.11"
Honda,Green,76441,3,"$5,043.58"
Ford,Green,100234,5,"$10,215.05"
Toyota,CanyonRidge,33949,5,"$7,302.10"
Ford,Black,77676,4,"$19,659.43"
Ford,Black,138093,4,"$23,801.88"
Ford,Red,69910,4,"$12,221.01"
Honda,Black,129305,3,"$8,336.61"
Nissan,Blue,131373,4,"$3,507.29"
Ford,Red,155169,5,"$13,249.60"
Toyota,Green,248244,3,"$7,528.18"
BMW,CanyonRidge,145860,5,"$24,427.84"
Honda,White,91864,3,"$7,308.24"
Ford,Green,85768,4,"$16,510.49"
BMW,Red,48231,3,"$18,745.22"
BMW,Blue,85607,4,"$21,043.71"
Honda,CanyonRidge,13629,4,"$7,231.09"
BMW,Red,136255,5,"$19,509.94"
Toyota,Black,175986,5,"$5,850.73"
Toyota,Red,228665,3,"$4,097.35"
Honda,CanyonRidge,17415,5,"$5,303.67"
Toyota,Blue,198457,3,"$5,494.28"
Ford,Red,25821,4,"$4,517.45"
Honda,Black,131999,3,"$5,666.81"
Toyota,Green,213728,5,"$6,195.61"
BMW,Green,114432,5,"$23,146.48"
Honda,Blue,208109,3,"$7,402.73"
Ford,White,50390,4,"$17,604.75"
Toyota,Red,77264,5,"$7,749.09"
Ford,Red,19201,4,"$19,893.79"
Nissan,Green,12152,5,"$8,125.46"
Nissan,White,61010,4,"$9,916.20"
BMW,Green,224594,5,"$28,086.51"
BMW,Red,152240,3,"$22,765.57"
Ford,Black,135200,5,"$20,374.50"
BMW,Black,174854,4,"$17,536.19"
Nissan,Green,31880,5,"$5,985.75"
Ford,Blue,118048,3,"$7,334.98"
Honda,Blue,11253,3,"$7,008.61"
BMW,White,162709,5,"$17,849.48"
Ford,Green,231565,4,"$10,110.55"
Honda,CanyonRidge,197448,5,"$6,053.24"
Honda,Blue,63415,4,"$8,019.35"
Honda,White,21730,5,"$7,503.75"
Toyota,Red,108453,5,"$5,923.36"
Ford,Blue,140762,3,"$16,850.21"
Honda,White,53408,4,"$7,767.56"
Ford,Black,241427,4,"$22,383.92"
Toyota,Black,149167,5,"$7,885.79"
Nissan,CanyonRidge,93141,3,"$7,530.86"
Honda,Black,161809,3,"$6,173.01"
BMW,CanyonRidge,96972,5,"$26,660.14"
Nissan,White,40896,5,"$8,216.40"
Honda,Blue,218478,3,"$8,932.86"
BMW,CanyonRidge,98174,5,"$19,506.52"
BMW,Blue,49147,4,"$23,409.81"
Toyota,Green,198785,4,"$4,309.56"
Ford,Black,205485,5,"$10,910.08"
Honda,Green,238133,3,"$5,769.09"
Nissan,CanyonRidge,191113,5,"$9,815.61"
Honda,Black,17410,5,"$6,962.64"
Ford,CanyonRidge,183336,4,"$17,987.38"
Ford,CanyonRidge,158074,3,"$24,663.51"
Toyota,CanyonRidge,100177,5,"$5,132.83"
Nissan,Black,63426,4,"$7,601.20"
Ford,Green,60973,3,"$5,499.12"
Nissan,CanyonRidge,95623,3,"$7,864.65"
Nissan,Black,98823,3,"$5,059.58"
Toyota,Green,165776,3,"$4,480.22"
Ford,Black,192003,5,"$16,483.93"
Ford,Red,165508,4,"$18,263.25"
Honda,Blue,236752,3,"$6,788.02"
Nissan,Blue,57939,3,"$5,556.97"
Ford,CanyonRidge,236264,5,"$21,051.43"
BMW,White,130489,5,"$15,180.14"
Toyota,Green,117130,5,"$4,498.13"
Honda,Blue,34589,3,"$6,156.70"
BMW,Red,193590,5,"$27,810.16"
Ford,CanyonRidge,242885,5,"$22,443.81"
Nissan,Red,86210,3,"$4,227.52"
Honda,Black,155114,3,"$6,926.21"
Ford,CanyonRidge,148979,4,"$9,849.35"
Honda,Black,179840,4,"$6,322.43"
Honda,Red,176025,5,"$5,229.69"
Nissan,White,31157,3,"$6,008.75"
Nissan,CanyonRidge,248680,3,"$4,069.43"
Nissan,Black,72180,4,"$8,021.82"
BMW,Red,178827,4,"$18,802.52"
BMW,CanyonRidge,32641,4,"$16,488.07"
Honda,Blue,129798,3,"$5,288.55"
BMW,Green,184341,4,"$19,998.87"
Ford,Red,204143,5,"$11,509.28"
Toyota,Red,157141,5,"$4,510.51"
Toyota,Red,33754,4,"$7,788.76"
Honda,Red,159058,3,"$8,167.54"
Nissan,Blue,43560,4,"$7,092.63"
Ford,Red,162953,4,"$23,364.71"
Toyota,Green,195059,5,"$6,523.87"
Nissan,White,217827,3,"$3,153.54"
BMW,CanyonRidge,114605,3,"$19,302.34"
BMW,Red,240147,4,"$15,039.92"
Ford,Red,223829,3,"$17,488.73"
Toyota,Green,194755,4,"$6,902.55"
Ford,Black,246099,5,"$11,383.27"
BMW,Black,179871,5,"$27,505.05"
Toyota,Black,248134,5,"$4,776.10"
Nissan,CanyonRidge,58950,3,"$4,234.36"
Toyota,CanyonRidge,68895,5,"$6,793.43"
Honda,Blue,196475,3,"$8,032.43"
BMW,Red,62658,3,"$16,120.97"
BMW,Black,134442,5,"$21,339.56"
Honda,White,178824,5,"$7,121.89"
Nissan,Blue,184052,4,"$8,043.14"
BMW,White,209298,3,"$25,059.43"
Honda,Red,17493,5,"$7,038.74"
BMW,Green,64698,5,"$18,719.46"
Honda,Black,240511,3,"$5,907.71"
Nissan,CanyonRidge,124803,5,"$3,907.77"
Honda,Green,54562,4,"$6,265.41"
Honda,Red,241921,3,"$8,551.51"
BMW,Black,222749,4,"$24,040.78"
Nissan,Black,75106,3,"$6,838.41"
Honda,Blue,143985,4,"$6,046.93"
Ford,Black,169617,4,"$10,227.24"
Ford,Red,104414,3,"$21,669.50"
Honda,Blue,24710,3,"$8,827.80"
BMW,CanyonRidge,117711,5,"$19,930.68"
Toyota,White,131551,3,"$6,917.89"
BMW,Blue,176517,3,"$27,633.34"
BMW,Red,180579,4,"$28,499.49"
Honda,Green,68889,4,"$7,699.61"
BMW,CanyonRidge,144675,3,"$29,489.75"
Ford,Black,95796,3,"$13,887.44"
Nissan,Red,21976,4,"$5,498.09"
Toyota,Green,102208,5,"$4,508.77"
Ford,Green,174717,5,"$13,424.61"
Ford,White,212915,4,"$14,467.79"
Toyota,Red,204078,5,"$6,518.89"
BMW,Red,55351,3,"$24,994.20"
Toyota,Red,109138,4,"$7,440.69"
Toyota,Green,209788,5,"$5,680.24"
BMW,CanyonRidge,76220,5,"$26,863.76"
BMW,White,115922,5,"$15,042.27"
Ford,CanyonRidge,142912,4,"$16,424.27"
BMW,Black,197947,3,"$27,870.66"
Honda,Black,220428,4,"$5,035.65"
BMW,Green,98211,3,"$28,296.29"
BMW,White,140417,5,"$27,046.88"
Honda,Black,23764,5,"$7,713.92"
BMW,Red,237227,4,"$27,253.37"
Toyota,Red,12842,5,"$5,222.03"
Toyota,Black,180958,5,"$4,641.82"
Nissan,Blue,127607,4,"$7,808.32"
Nissan,White,81340,4,"$6,364.68"
Honda,CanyonRidge,16834,5,"$8,365.21"
Ford,Blue,42788,4,"$10,228.70"
Nissan,Blue,66071,5,"$3,192.84"
Honda,White,16640,5,"$8,909.65"
Ford,White,102566,5,"$6,134.46"
Nissan,White,83784,4,"$8,002.89"
BMW,CanyonRidge,29115,5,"$19,014.01"
BMW,CanyonRidge,133198,4,"$29,274.44"
Toyota,Black,138651,5,"$6,568.22"
Honda,Red,112483,3,"$6,147.57"
BMW,Green,126093,4,"$16,489.23"
Honda,Red,20694,5,"$7,864.79"
Nissan,White,48295,4,"$8,212.52"
Toyota,Black,230851,3,"$7,596.86"
Toyota,Black,226630,5,"$4,883.65"
Honda,Blue,248626,3,"$6,841.60"
Toyota,CanyonRidge,103849,4,"$4,693.89"
Nissan,Green,205530,4,"$3,564.05"
Nissan,Black,216202,4,"$9,040.90"
Honda,Red,56058,5,"$6,964.01"
Ford,CanyonRidge,111651,4,"$17,755.14"
Honda,White,11801,5,"$5,175.51"
Toyota,Red,156708,4,"$7,591.57"
Nissan,Blue,242963,5,"$8,787.57"
BMW,Red,96376,4,"$27,610.69"
Nissan,White,219223,5,"$8,396.53"
BMW,White,44322,4,"$29,482.51"
Honda,Green,129148,4,"$8,351.38"
Nissan,Red,70489,4,"$8,655.29"
Nissan,White,247230,5,"$5,488.69"
Honda,Blue,219030,4,"$5,763.35"
BMW,Blue,183066,4,"$20,551.94"
Honda,White,120359,5,"$8,701.16"
Nissan,Black,132694,3,"$4,759.19"
Toyota,CanyonRidge,121231,5,"$4,178.13"
Nissan,CanyonRidge,196461,5,"$8,387.44"
Toyota,White,85268,4,"$5,593.59"
Honda,Blue,222239,3,"$7,406.00"
Nissan,Green,44898,5,"$6,348.34"
Toyota,Red,186467,4,"$4,926.24"
BMW,Black,101521,5,"$18,635.66"
Ford,White,13090,4,"$7,039.64"
Honda,CanyonRidge,73825,4,"$5,277.39"
BMW,CanyonRidge,234683,4,"$21,421.51"
Ford,Black,126038,4,"$4,307.96"
BMW,White,43582,5,"$20,471.83"
